ts,asset_id,principal_type,mfa,device_compliant,network_trusted,geo_anomaly,action
2026-01-16T18:59:00,a010,human,True,False,True,False,write
2026-01-17T07:15:00,a067,human,True,True,False,False,admin
2026-01-04T04:54:00,a078,workload,True,True,True,False,read
2026-01-07T19:32:00,a074,service,True,True,True,False,admin
2026-01-17T17:09:00,a063,service,True,True,True,False,delete_attempt
2026-01-15T03:17:00,a043,human,True,True,True,False,delete_attempt
2026-01-18T19:31:00,a029,workload,False,True,False,False,list
2026-01-07T02:44:00,a071,human,False,True,True,False,admin
2026-01-09T21:53:00,a021,service,True,True,True,False,write
2026-01-13T21:21:00,a021,service,True,True,True,False,delete_attempt
2026-01-11T04:52:00,a025,human,True,True,True,False,admin
2026-01-20T19:00:00,a036,human,True,False,False,True,delete_attempt
2026-01-10T15:57:00,a076,workload,True,False,True,False,delete_attempt
2026-01-02T01:21:00,a075,service,True,True,True,False,write
2026-01-06T06:03:00,a056,workload,True,False,True,False,write
2026-01-15T02:14:00,a030,service,True,True,True,False,admin
2026-01-16T13:25:00,a063,workload,True,True,True,False,admin
2026-01-10T14:51:00,a051,service,True,False,True,False,write
2026-01-03T02:26:00,a024,workload,False,True,True,False,list
2026-01-18T22:50:00,a003,human,False,True,True,False,list
2026-01-16T13:48:00,a001,human,True,True,False,False,write
2026-01-03T10:18:00,a075,human,True,True,True,False,read
2026-01-10T17:34:00,a053,workload,True,True,False,False,write
2026-01-02T07:43:00,a075,human,True,True,True,False,read
2026-01-01T05:59:00,a029,service,False,True,False,True,write
2026-01-11T08:36:00,a061,human,True,True,True,False,read
2026-01-03T11:54:00,a004,human,True,True,False,False,delete_attempt
2026-01-08T11:01:00,a057,human,True,False,True,False,delete_attempt
2026-01-16T23:46:00,a025,workload,False,True,False,False,write
2026-01-12T13:09:00,a010,human,True,True,True,False,admin
2026-01-06T21:13:00,a057,human,True,True,True,False,list
2026-01-08T05:05:00,a052,human,True,True,True,False,read
2026-01-07T19:50:00,a061,service,False,True,True,False,read
2026-01-08T06:25:00,a031,service,True,True,True,False,list
2026-01-17T06:02:00,a070,human,True,True,False,False,delete_attempt
2026-01-02T18:51:00,a061,service,True,True,False,False,write
2026-01-04T02:34:00,a003,service,False,True,True,False,write
2026-01-13T11:25:00,a005,workload,True,True,False,False,write
2026-01-12T13:34:00,a059,human,False,True,True,False,read
2026-01-07T12:59:00,a024,service,False,True,True,False,delete_attempt
2026-01-10T08:28:00,a061,workload,False,True,False,False,delete_attempt
2026-01-06T15:13:00,a067,service,True,True,True,False,delete_attempt
2026-01-14T19:36:00,a055,workload,True,True,True,False,write
2026-01-11T15:15:00,a040,workload,True,True,True,False,read
2026-01-19T09:51:00,a070,service,True,True,True,False,list
2026-01-05T17:44:00,a040,workload,True,True,True,False,read
2026-01-15T20:19:00,a035,workload,True,False,True,False,read
2026-01-19T02:15:00,a035,human,True,True,False,False,delete_attempt
2026-01-19T23:17:00,a079,human,False,False,False,False,list
2026-01-16T02:29:00,a037,service,False,True,False,False,delete_attempt
2026-01-15T22:52:00,a075,service,True,True,True,True,delete_attempt
2026-01-12T20:55:00,a023,workload,True,True,False,False,admin
2026-01-08T19:07:00,a005,workload,True,False,True,False,delete_attempt
2026-01-07T01:56:00,a070,workload,True,True,True,False,admin
2026-01-18T00:42:00,a019,workload,True,True,True,False,admin
2026-01-14T20:16:00,a017,workload,True,True,False,False,write
2026-01-10T20:30:00,a025,service,True,True,True,False,list
2026-01-06T14:23:00,a048,workload,True,True,True,False,list
2026-01-07T00:02:00,a045,service,True,False,True,False,admin
2026-01-09T17:36:00,a034,workload,True,True,True,False,list
2026-01-15T03:47:00,a051,workload,True,True,True,False,admin
2026-01-15T09:20:00,a006,human,True,True,True,False,admin
2026-01-17T23:28:00,a073,workload,True,True,False,False,list
2026-01-02T09:16:00,a031,service,True,True,False,False,admin
2026-01-15T03:48:00,a011,human,True,True,True,False,read
2026-01-01T14:15:00,a047,service,True,True,True,False,admin
2026-01-13T03:03:00,a010,human,True,True,True,False,delete_attempt
2026-01-09T12:19:00,a039,workload,True,False,True,False,read
2026-01-13T00:27:00,a055,service,False,True,True,False,list
2026-01-13T09:18:00,a055,human,True,True,True,False,admin
2026-01-16T10:38:00,a056,service,True,True,True,False,admin
2026-01-07T12:18:00,a041,human,False,True,True,False,read
2026-01-02T09:00:00,a046,service,True,False,False,False,read
2026-01-19T06:41:00,a069,service,False,True,False,False,read
2026-01-11T05:26:00,a043,service,True,False,True,False,read
2026-01-17T20:43:00,a031,service,True,False,False,False,list
2026-01-18T12:58:00,a065,service,False,True,True,False,read
2026-01-04T20:20:00,a059,workload,False,True,True,False,delete_attempt
2026-01-02T19:14:00,a058,service,True,False,False,False,read
2026-01-05T01:45:00,a052,workload,True,False,True,True,delete_attempt
2026-01-15T19:36:00,a049,human,True,True,False,False,write
2026-01-11T09:49:00,a021,workload,True,False,True,False,read
2026-01-06T17:24:00,a027,service,False,True,True,False,delete_attempt
2026-01-17T23:57:00,a059,service,True,True,True,False,delete_attempt
2026-01-03T15:54:00,a007,human,True,True,False,False,read
2026-01-17T14:04:00,a046,service,True,True,True,False,write
2026-01-02T20:38:00,a033,workload,True,True,False,True,write
2026-01-20T03:31:00,a040,human,True,True,True,False,write
2026-01-11T09:40:00,a009,human,False,False,True,False,delete_attempt
2026-01-12T10:34:00,a057,workload,False,True,True,False,list
2026-01-10T23:19:00,a075,human,True,False,False,False,read
2026-01-14T16:22:00,a038,workload,True,False,True,False,write
2026-01-16T04:10:00,a021,service,True,True,True,False,list
2026-01-02T21:05:00,a070,workload,False,False,True,False,write
2026-01-15T17:56:00,a008,workload,False,True,True,False,read
2026-01-11T06:23:00,a045,workload,True,True,True,False,delete_attempt
2026-01-12T03:30:00,a009,service,True,True,True,False,delete_attempt
2026-01-06T23:33:00,a061,workload,True,False,False,False,admin
2026-01-09T12:34:00,a033,service,False,False,True,False,delete_attempt
2026-01-18T09:13:00,a078,workload,False,True,True,False,write
2026-01-03T03:35:00,a022,service,True,True,False,False,delete_attempt
2026-01-08T17:59:00,a062,workload,True,True,True,False,list
2026-01-01T04:30:00,a073,workload,False,True,False,False,read
2026-01-11T18:29:00,a038,human,True,True,False,False,delete_attempt
2026-01-15T07:29:00,a010,human,True,True,True,False,delete_attempt
2026-01-03T01:51:00,a045,workload,False,True,False,False,delete_attempt
2026-01-14T14:05:00,a021,human,True,True,True,False,delete_attempt
2026-01-10T02:27:00,a006,human,True,True,False,False,delete_attempt
2026-01-14T07:23:00,a073,human,True,True,True,False,list
2026-01-14T16:08:00,a001,workload,False,True,True,False,delete_attempt
2026-01-11T00:42:00,a079,human,True,True,False,False,list
2026-01-10T01:26:00,a017,service,True,True,True,False,admin
2026-01-11T22:55:00,a006,service,True,True,True,False,read
2026-01-06T00:44:00,a055,service,True,True,True,False,write
2026-01-05T01:20:00,a061,service,True,True,True,True,write
2026-01-14T14:42:00,a030,human,True,True,True,False,write
2026-01-16T11:53:00,a039,service,True,True,True,False,admin
2026-01-12T01:05:00,a030,human,True,True,True,False,write
2026-01-04T07:55:00,a035,workload,False,True,True,False,list
2026-01-08T00:48:00,a023,human,False,True,True,False,list
2026-01-17T16:23:00,a029,workload,False,True,False,False,list
2026-01-09T00:14:00,a014,human,True,True,True,False,read
2026-01-17T08:09:00,a037,human,True,True,False,False,read
2026-01-16T18:14:00,a047,workload,True,True,False,False,delete_attempt
2026-01-13T03:37:00,a058,workload,False,True,True,False,list
2026-01-17T06:00:00,a028,workload,True,True,True,False,admin
2026-01-16T11:21:00,a063,service,True,True,True,False,read
2026-01-15T00:28:00,a069,workload,True,True,True,False,admin
